5 155 4
5 160 6
5 165 4
5 170 6
5 175 2
5 180 2
5 190 1
5 200 1
5 205 1
5 225 1
5 235 1
6 0 168
6 5 50
6 10 10
6 15 23
6 20 17
6 25 14
6 30 17
6 35 12
6 40 16
6 45 22
6 50 14
6 55 15
6 60 11
6 65 13
6 70 16
6 75 8
6 80 10
6 85 10
6 90 5
6 95 6
6 100 4
6 105 6
6 110 4
6 115 1
6 125 3
6 130 1
6 135 2
6 140 1
6 145 2
6 150 1
6 155 1
6 160 1
6 175 1
6 180 1
6 0 4775
6 5 1499
6 10 492
6 15 383
6 20 483
6 25 568
6 30 553
6 35 567
6 40 529
6 45 506
6 50 502
6 55 470
6 60 420
6 65 381
6 70 318
6 75 341
6 80 255
6 85 226
6 90 190
6 95 203
6 100 179
6 105 142
6 110 145
6 115 99
6 120 81
6 125 89
6 130 74
6 135 55
6 140 36
6 145 41
6 150 28
6 155 26
6 160 17
6 165 24
6 170 11
6 175 13
6 180 12
6 185 3
6 190 3
6 195 4
6 200 2
6 205 1
6 210 4
6 215 4
6 220 3
6 230 1
6 245 1
6 260 1
7 0 828
7 5 248
7 10 103
7 15 73
7 20 98
7 25 100
7 30 109
7 35 102
7 40 97
7 45 102
7 50 94
7 55 93
7 60 91
7 65 59
7 70 72
7 75 44
7 80 52
7 85 48
7 90 38
7 95 33
7 100 28
7 105 29
7 110 21
7 115 20
7 120 21
7 125 15
7 130 7
7 135 13
7 140 3
7 145 5
7 150 4
7 155 3
7 160 3
7 165 4
7 175 1
7 180 2
7 195 1
7 0 1158
7 5 355
7 10 104
7 15 83
7 20 124
7 25 148
7 30 130
7 35 141
7 40 145
7 45 151
7 50 110
7 55 100
7 60 117
7 65 95
7 70 91
7 75 87
7 80 72
7 85 63
7 90 35
7 95 63
7 100 27
7 105 22
7 110 48
7 115 28
7 120 21
7 125 24
7 130 14
7 135 17
7 140 9
7 145 13
7 150 4
7 155 7
7 160 3
7 165 5
7 170 3
7 180 3
7 185 1
7 190 1
7 195 1
7 260 1
8 0 1089
8 5 351
8 10 115
8 15 84
8 20 128
8 25 123
8 30 120
8 35 131
8 40 117
8 45 137
8 50 117
8 55 85
8 60 97
8 65 74
8 70 91
8 75 73
8 80 58
8 85 58
8 90 49
8 95 47
8 100 31
8 105 34
8 110 37
8 115 29
8 120 15
8 125 20
8 130 15
8 135 17
8 140 5
8 145 4
8 150 6
8 155 5
8 160 4
8 165 6
8 170 5
8 175 2
8 195 1
8 205 1
8 215 1
8 0 87
8 5 41
8 10 14
8 15 5
8 20 9
8 25 19
8 30 6
8 35 12
8 40 15
8 45 9
8 50 10
8 55 9
8 60 9
8 65 6
8 70 8
8 75 8
8 80 4
8 90 3
8 95 3
8 100 5
8 105 2
8 110 2
8 115 2
8 120 5
8 135 1
8 140 2
8 145 3
8 150 1
8 160 1
8 195 1
9 0 1454
9 5 461
9 10 151
9 15 126
9 20 152
9 25 172
9 30 177
9 35 189
9 40 191
9 45 168
9 50 156
9 55 154
9 60 152
9 65 112
9 70 117
9 75 100
9 80 89
9 85 76
9 90 79
9 95 61
9 100 46
9 105 56
9 110 29
9 115 42
9 120 29
9 125 26
9 130 22
9 135 18
9 140 12
9 145 7
9 150 8
9 155 9
9 160 7
9 165 6
9 170 5
9 175 3
9 180 1
9 200 1
10 0 3687
10 5 1276
10 10 394
10 15 302
10 20 381
10 25 454
10 30 504
10 35 472
10 40 448
10 45 410
10 50 400
10 55 388
10 60 361
10 65 292
10 70 299
10 75 248
10 80 218
10 85 225
10 90 176
10 95 144
10 100 126
10 105 133
10 110 107
10 115 76
10 120 61
10 125 49
10 130 54
10 135 47
10 140 36
10 145 34
10 150 28
10 155 20
10 160 13
10 165 20
10 170 9
10 175 6
10 180 4
10 185 3
10 190 3
10 195 4
10 200 4
10 205 4
10 210 2
10 215 1
10 240 1
